,0,类型,标题,上架时间,编号,信息卡照片,信息卡号,营业执照,经纪备案,房源图片列表,价格,特色标签列表,户型,面积,朝向,经纪人姓名,经纪人联系方式,最短租期,最长租期,所在楼层,总楼层,车位,用电,入住,看房,电梯,用水,燃气,电视,冰箱,洗衣机,空调,热水器,床,暖气,宽带,衣柜,天然气,地址和交通,小区最新成交,房源描述,房源链接,城市,城区,商圈,小区名称,小区链接,每平米房价,经纪人品牌,上下楼便利性,地铁便利性
11,21,整租,政馨园三区 2室1厅,2019-04-24,BJ2241904091075198976,https://ke-image.ljcdn.com/rent-user-avatar/d4f5f9ab-e57f-4033-85aa-941bee73027a,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/65c0d394-e6e0-4aca-ad3f-9051b73d588c.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/af899f0b-fd54-48fa-a776-b4a92004116a.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/e8a40172-f076-4555-bffd-4847ea67b4c6.780x439.jpg""]",6600,"[""在线签约"", ""近地铁"", ""精装"", ""押一付一""]",2室1厅1卫,75,西,,,1年,1年,20,22,暂无数据,民电,2019-05-10,需提前预约,有,民水,有,0,1,1,1,1,1,1,0,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 196]]","[{""成交日期"":""2019-04-04"",""居室"":""1室1厅1卫"",""面积"":""64㎡"",""租赁方式"":""整租"",""出租价格"":""5100元\/月""},{""成交日期"":""2019-01-17"",""居室"":""2室1厅1卫"",""面积"":""66㎡"",""租赁方式"":""整租"",""出租价格"":""5300元\/月""},{""成交日期"":""2018-10-19"",""居室"":""1室1厅1卫"",""面积"":""56㎡"",""租赁方式"":""整租"",""出租价格"":""4900元\/月""}]","1、房屋介绍：
房屋装修水准高，楼层好，位置优越，配置齐全。
2、小区介绍：
政馨园三区小区紧邻繁华地段，小区周边配套成熟，交通选择多，生活设施全。
3、总结：
房屋照片均是实景拍摄，随时都能看房，随时欢迎您来电！…",https://bj.zu.ke.com/zufang/BJ2241904091075198976.html?h=BJ2241904091075198976&t=default&click_position=29,北京,丰台,宋家庄,政馨园三区,https://bj.zu.ke.com/zufang/c1111027382726/,88.0,,0,1
12,23,合租,顶秀金瑞家园 4居室,2019-04-17,BJ2236801545633546240,https://ke-image.ljcdn.com/rent-user-avatar/49016af4-4b97-463b-9daa-95843e0befce,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/4be75241-46b2-4b5d-97f7-4ff790a6a359.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/99057921-dc79-4fbc-a031-80ca8fdbc3f2.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/4be75241-46b2-4b5d-97f7-4ff790a6a359.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f""]",2000,"[""在线签约"", ""公寓"", ""精装""]",4居室,22,南,,,1年以上,1年以上,7,21,暂无数据,商电,随时入住,需提前预约,暂无数据,民水,有,1,1,1,1,1,1,1,1,1,1,[],"[{""成交日期"":""2018-08-05"",""居室"":""1居室"",""面积"":""9㎡"",""租赁方式"":""合租"",""出租价格"":""2300元\/月""},{""成交日期"":""2018-03-11"",""居室"":""2居室"",""面积"":""75㎡"",""租赁方式"":""合租"",""出租价格"":""2100元\/月""},{""成交日期"":""2018-03-04"",""居室"":""3居室"",""面积"":""12㎡"",""租赁方式"":""合租"",""出租价格"":""2390元\/月""}]","1、房屋介绍：
室内装修安全，房屋干净整洁，空间大，格局合理，洗澡做饭都可以，非常适合居家居住。
2、小区介绍：
顶秀金瑞家园小区附近配套齐全，交通便利，出行娱乐都非常方便。
3、总结：
房屋照片均是实景拍摄，随时都能看…",https://bj.zu.ke.com/zufang/BJ2236801545633546240.html?h=BJ2236801545633546240&t=default&click_position=20,北京,丰台,宋家庄,顶秀金瑞家园,https://bj.zu.ke.com/zufang/c1111050086485/,90.91,京城联行 管家,0,0
13,25,整租,顶秀金瑞家园 1室1厅,2019-01-14,BJ2169368638296440832,https://ke-image.ljcdn.com/rent-user-avatar/8ab393f9-cd8b-460b-bc68-77bc6e8ae476,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/103e9617-60f3-4ccf-a2aa-e1c87c31761c.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/15099694-587e-41ec-83f9-ab1865c1738d.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/dbcccefb-81dd-41bf-b2c8-41aaba8c08c2.780x439.jpg""]",5300,"[""在线签约"", ""月租"", ""精装"", ""集中供暖"", ""押一付一"", ""随时看房""]",1室1厅1卫,60,南 北,,,90,360,7,21,租用车位,民电,随时入住,随时可看,有,商水,有,0,1,1,1,1,1,1,0,1,1,[],"[{""成交日期"":""2019-03-13"",""居室"":""2室1厅1卫"",""面积"":""75㎡"",""租赁方式"":""整租"",""出租价格"":""6600元\/月""},{""成交日期"":""2018-09-12"",""居室"":""2室1厅1卫"",""面积"":""80㎡"",""租赁方式"":""整租"",""出租价格"":""6800元\/月""},{""成交日期"":""2018-08-17"",""居室"":""1室1厅1卫"",""面积"":""63㎡"",""租赁方式"":""整租"",""出租价格"":""5500元\/月""}]","1：顶秀金瑞位于宋家庄交通枢纽旁边 周边配套齐全 满足生活所需
2：格局方正 非常干净的一居室合适白领或者朋友居住 使用面积大、带客厅
注：租房也要方便出行，本房房源出小区门口就是地铁站和公交站

房源优势
…",https://bj.zu.ke.com/zufang/BJ2169368638296440832.html?h=BJ2169368638296440832&t=default&click_position=16,北京,丰台,宋家庄,顶秀金瑞家园,https://bj.zu.ke.com/zufang/c1111050086485/,88.33,,0,0
14,27,合租,红狮家园 3居室,2019-04-28,BJ2244825689846972416,https://ke-image.ljcdn.com/rent-user-avatar/d4f5f9ab-e57f-4033-85aa-941bee73027a,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/6171735d-cd36-44e9-a75b-fe0f49924606.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/70c1aa97-4257-4946-8503-d1571329c4a0.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/f935e5f7-d1b0-4cf5-808f-261c8fb9348f.780x439.jpg""]",2800,"[""在线签约"", ""近地铁"", ""精装"", ""押一付一"", ""随时看房""]",3居室,28,西,,,1年,1年,16,29,暂无数据,民电,随时入住,随时可看,有,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 41]]","[{""成交日期"":""2018-07-25"",""居室"":""1居室"",""面积"":""89㎡"",""租赁方式"":""合租"",""出租价格"":""2700元\/月""},{""成交日期"":""2018-02-03"",""居室"":""3居室"",""面积"":""12㎡"",""租赁方式"":""合租"",""出租价格"":""2730元\/月""},{""成交日期"":""2018-01-11"",""居室"":""1居室"",""面积"":""89㎡"",""租赁方式"":""合租"",""出租价格"":""2700元\/月""}]","1、房屋介绍：
房屋装修水准高，楼层好，位置优越，配置齐全。
2、小区介绍：
红狮家园小区环境优美，绿化好。治安安全有保障。小区周边配套成熟。
3、总结：
房屋照片均是实景拍摄，随时都能看房，随时欢迎您来电！…",https://bj.zu.ke.com/zufang/BJ2244825689846972416.html?h=BJ2244825689846972416&t=default&click_position=18,北京,丰台,宋家庄,红狮家园,https://bj.zu.ke.com/zufang/c1111027375275/,100.0,,0,1
15,29,合租,顶秀金颐家园 4居室,2019-03-28,BJ2221885674280460288,https://ke-image.ljcdn.com/rent-user-avatar/d4f5f9ab-e57f-4033-85aa-941bee73027a,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/19827d78-d05d-48f8-85e7-3a44e977ee92.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/99828c39-2ba1-415e-b5cf-29d41c7009bd.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/f88fbfb2-b61a-4a31-95e5-374a87239de5.780x439.jpg""]",2700,"[""在线签约"", ""月租"", ""近地铁"", ""独立阳台"", ""随时看房""]",4居室,20,南,,,1个月,1个月,5,18,暂无数据,民电,随时入住,随时可看,暂无数据,民水,有,0,1,1,1,1,1,1,1,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 705]]","[{""成交日期"":""2017-09-17"",""居室"":""1居室"",""面积"":""10㎡"",""租赁方式"":""合租"",""出租价格"":""1800元\/月""},{""成交日期"":""2017-08-07"",""居室"":""1居室"",""面积"":""10㎡"",""租赁方式"":""合租"",""出租价格"":""1900元\/月""},{""成交日期"":""2017-06-25"",""居室"":""3居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""2530元\/月""}]","房源描述装修情况： 精装 房子干净整洁
配套设施情况： 屋内家具家电都齐全
采光朝向情况： 房间主卧南向 采光从早到晚都能照射到
面积及格局介绍： 房间使用面积大 格局无浪费情况 格局方正
…",https://bj.zu.ke.com/zufang/BJ2221885674280460288.html?h=BJ2221885674280460288&t=default&click_position=5,北京,丰台,宋家庄,顶秀金颐家园,https://bj.zu.ke.com/zufang/c1111049979815/,135.0,,0,0
16,31,合租,顶秀金石家园 4居室,2019-04-22,BJ2240330640728276992,https://ke-image.ljcdn.com/rent-user-avatar/d4f5f9ab-e57f-4033-85aa-941bee73027a,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/4f34759f-3b1c-4ed1-bdb2-98f6a55b935d.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/b2f0593a-0508-469c-a992-fa41d5d8e8a3.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/9dd5ff66-c4d0-4a1b-9555-00128996332d.780x439.jpg""]",2100,"[""在线签约"", ""近地铁"", ""精装"", ""随时看房""]",4居室,20,北,,,1年,1年,2,26,暂无数据,民电,随时入住,随时可看,暂无数据,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 1033]]","[{""成交日期"":""2018-03-13"",""居室"":""3居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""2490元\/月""},{""成交日期"":""2017-06-29"",""居室"":""3居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""2290元\/月""},{""成交日期"":""2017-06-29"",""居室"":""3居室"",""面积"":""12㎡"",""租赁方式"":""合租"",""出租价格"":""2660元\/月""}]",,https://bj.zu.ke.com/zufang/BJ2240330640728276992.html?h=BJ2240330640728276992&t=default&click_position=10,北京,丰台,宋家庄,顶秀金石家园,https://bj.zu.ke.com/zufang/c1111046588029/,105.0,,0,0
17,33,合租,顶秀金瑞家园 4居室,2019-04-17,BJ2236800725109972992,https://ke-image.ljcdn.com/rent-user-avatar/49016af4-4b97-463b-9daa-95843e0befce,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/566ea3e3-3e64-4007-a65a-10a0e68ae2ab.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/a79c64f2-469c-461c-8e3f-7fb3c090cfa4.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/566ea3e3-3e64-4007-a65a-10a0e68ae2ab.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f""]",2420,"[""在线签约"", ""公寓"", ""精装""]",4居室,24,南,,,1年以上,1年以上,3,22,暂无数据,民电,随时入住,需提前预约,暂无数据,商水,有,1,1,1,1,1,1,1,1,1,1,[],"[{""成交日期"":""2018-08-05"",""居室"":""1居室"",""面积"":""9㎡"",""租赁方式"":""合租"",""出租价格"":""2300元\/月""},{""成交日期"":""2018-03-11"",""居室"":""2居室"",""面积"":""75㎡"",""租赁方式"":""合租"",""出租价格"":""2100元\/月""},{""成交日期"":""2018-03-04"",""居室"":""3居室"",""面积"":""12㎡"",""租赁方式"":""合租"",""出租价格"":""2390元\/月""}]","1、房屋介绍：
室内装修安全，房屋干净整洁，空间大，格局合理，洗澡做饭都可以，非常适合居家居住。
2、小区介绍：
顶秀金瑞家园小区环境优美，绿化好。治安安全有保障。小区周边配套成熟。
3、总结：
周边租客都是都市青年，邻…",https://bj.zu.ke.com/zufang/BJ2236800725109972992.html?h=BJ2236800725109972992&t=default&click_position=19,北京,丰台,宋家庄,顶秀金瑞家园,https://bj.zu.ke.com/zufang/c1111050086485/,100.83,京城联行 管家,0,0
18,35,合租,顶秀金颐家园 3居室,2019-04-27,BJ2244067223696048128,https://ke-image.ljcdn.com/rent-user-avatar/49016af4-4b97-463b-9daa-95843e0befce,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/287f8dab-5266-4a86-babd-e3c104a1b0bd.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/d611097b-9265-4f52-a8a9-b1d3edb2222c.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/23026f2a-3527-4c96-90d5-705ed986ca85.780x439.jpg""]",2200,"[""在线签约"", ""公寓"", ""近地铁"", ""精装"", ""独立阳台"", ""随时看房""]",3居室,20,南,,,1年以上,1年以上,20,23,暂无数据,民电,随时入住,随时可看,暂无数据,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 705]]","[{""成交日期"":""2017-09-17"",""居室"":""1居室"",""面积"":""10㎡"",""租赁方式"":""合租"",""出租价格"":""1800元\/月""},{""成交日期"":""2017-08-07"",""居室"":""1居室"",""面积"":""10㎡"",""租赁方式"":""合租"",""出租价格"":""1900元\/月""},{""成交日期"":""2017-06-25"",""居室"":""3居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""2530元\/月""}]","1、房屋介绍：
室内装修安全，房屋干净整洁，空间大，格局合理，洗澡做饭都可以，非常适合居家居住。
2、小区介绍：
顶秀金颐家园小区附近配套齐全，交通便利，出行娱乐都非常方便。
3、总结：
周边租客都是都市青年，邻居素质高…",https://bj.zu.ke.com/zufang/BJ2244067223696048128.html?h=BJ2244067223696048128&t=default&click_position=3,北京,丰台,宋家庄,顶秀金颐家园,https://bj.zu.ke.com/zufang/c1111049979815/,110.0,京城联行 管家,0,0
19,37,合租,顶秀金石家园 3居室,2019-04-29,BJ2245383790580989952,https://ke-image.ljcdn.com/rent-user-avatar/d4f5f9ab-e57f-4033-85aa-941bee73027a,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/12afdc45-b34f-4b1a-a21e-8285d81dd502.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/82757a05-b9c3-4cff-b55d-6ac093fbc1a7.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/d7edcc52-d0cf-44a9-b246-9e92872fcf24.780x439.jpg""]",2200,"[""在线签约"", ""近地铁"", ""精装"", ""独立阳台"", ""随时看房""]",3居室,13,南,,,1年,1年,2,26,暂无数据,民电,随时入住,随时可看,暂无数据,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 1033]]","[{""成交日期"":""2018-03-13"",""居室"":""3居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""2490元\/月""},{""成交日期"":""2017-06-29"",""居室"":""3居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""2290元\/月""},{""成交日期"":""2017-06-29"",""居室"":""3居室"",""面积"":""12㎡"",""租赁方式"":""合租"",""出租价格"":""2660元\/月""}]","1、房屋介绍：
房屋装修水准高，楼层好，位置优越，配置齐全。
2、小区介绍：
顶秀金石家园小区环境优美，绿化好。治安安全有保障。小区周边配套成熟。
3、总结：
周边租客都是都市青年，邻居素质高，好相处。欢迎您来电！…",https://bj.zu.ke.com/zufang/BJ2245383790580989952.html?h=BJ2245383790580989952&t=default&click_position=4,北京,丰台,宋家庄,顶秀金石家园,https://bj.zu.ke.com/zufang/c1111046588029/,169.23,,0,0
20,39,合租,政怡家园 3居室,2019-04-12,BJ2233181597610819584,https://ke-image.ljcdn.com/rent-user-avatar/49016af4-4b97-463b-9daa-95843e0befce,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/cbab9d02-83c0-4d89-9f24-d6c742919401.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/e348859e-288e-485b-b379-679f45eab1e0.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/6b93ecdb-e24c-4f10-bd76-4bee228728d9.780x439.jpg""]",3050,"[""在线签约"", ""公寓"", ""独立卫生间"", ""近地铁"", ""精装"", ""独立阳台""]",3居室,25,南,,,1年,1年,3,18,暂无数据,民电,随时入住,需提前预约,有,民水,有,0,1,1,1,1,1,1,1,1,1,"[[""5号线"", ""刘家窑"", 1082], [""5号线,10号线,亦庄线"", ""宋家庄"", 1093]]","[{""成交日期"":""2017-07-28"",""居室"":""1居室"",""面积"":""20㎡"",""租赁方式"":""合租"",""出租价格"":""2000元\/月""},{""成交日期"":""2019-04-28"",""居室"":""2室1厅1卫"",""面积"":""106㎡"",""租赁方式"":""整租"",""出租价格"":""6800元\/月""},{""成交日期"":""2019-03-31"",""居室"":""2室1厅1卫"",""面积"":""91㎡"",""租赁方式"":""整租"",""出租价格"":""6300元\/月""}]","主卧室带独立卫生间
1、中间楼层，屋子朝南，亮堂明亮，家具及全，非常干净卫生，温馨舒适。集中供暖，随时入住，民水民电。
2、小区卫生整洁，宁静和谐，环境优美，绿化优美，空气良好。临近刘家窑和宋家庄地铁和宋家庄交通枢纽，交通便利，生活气息很浓厚，物业管理完善…",https://bj.zu.ke.com/zufang/BJ2233181597610819584.html?h=BJ2233181597610819584&t=default&click_position=18,北京,丰台,宋家庄,政怡家园,https://bj.zu.ke.com/zufang/c1111027382753/,122.0,京城联行 管家,0,0
21,41,合租,顶秀金石家园 4居室,2019-02-16,BJ2193242299356413952,https://ke-image.ljcdn.com/rent-user-avatar/d4f5f9ab-e57f-4033-85aa-941bee73027a,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/140e200b-d368-4780-a607-6e1be35d8a97.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/3e773684-55a6-44a0-9a59-d0f11fdf73d9.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/d02ff9ec-1c8a-4893-b178-d578fcadaef2.780x439.jpg""]",2000,"[""在线签约"", ""月租"", ""近地铁"", ""精装"", ""集中供暖"", ""随时看房""]",4居室,20,南,,,2个月以上,2个月以上,13,20,免费使用,民电,随时入住,随时可看,有,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 1033]]","[{""成交日期"":""2018-03-13"",""居室"":""3居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""2490元\/月""},{""成交日期"":""2017-06-29"",""居室"":""3居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""2290元\/月""},{""成交日期"":""2017-06-29"",""居室"":""3居室"",""面积"":""12㎡"",""租赁方式"":""合租"",""出租价格"":""2660元\/月""}]",宋家庄顶秀金石朝南主卧室家具家电齐全房间干净卫生采光好邻居都是年轻人，随时可以看房随时可以入住，集中供暖 周边配套设施齐全，公园 河边 停车方便。,https://bj.zu.ke.com/zufang/BJ2193242299356413952.html?h=BJ2193242299356413952&t=default&click_position=21,北京,丰台,宋家庄,顶秀金石家园,https://bj.zu.ke.com/zufang/c1111046588029/,100.0,,0,0
22,43,整租,宋庄路甲12号院 1室1厅,2019-03-18,BJ2215018472268898304,https://ke-image.ljcdn.com/rent-user-avatar/22cba1ce-7f33-4226-ab76-37fb728d9e71,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/0910e287-d0e5-4d0d-a887-4cdfdd146764.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/44b4a430-fe1c-4e3a-903d-7b725e5d6997.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/6b74be67-bf92-4f53-b300-c471c6f5ad53.780x439.jpg""]",3950,"[""在线签约"", ""近地铁"", ""精装"", ""随时看房""]",1室1厅1卫,58,南,,,1年,1年,6,6,暂无数据,民电,随时入住,随时可看,无,民水,有,0,1,1,1,1,1,1,1,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 611], [""5号线"", ""刘家窑"", 1016]]","[{""成交日期"":""2019-03-02"",""居室"":""1室1厅1卫"",""面积"":""60㎡"",""租赁方式"":""整租"",""出租价格"":""4600元\/月""},{""成交日期"":""2019-01-20"",""居室"":""1室1厅1卫"",""面积"":""43㎡"",""租赁方式"":""整租"",""出租价格"":""4200元\/月""},{""成交日期"":""2018-11-26"",""居室"":""2室1厅1卫"",""面积"":""80㎡"",""租赁方式"":""整租"",""出租价格"":""5700元\/月""}]","1、小区位于宋家庄地铁北350米，交通非常方便，周边设施齐全，小区环境优美！
2、出租的是正规一居室，主卧阳台，明厨明卫，带空调，南北户型，通透敞亮，特别适合一家人或者同事合租！
3、房间照片真实，可以随时看房！
4、只要您年付租金，就可以享受…",https://bj.zu.ke.com/zufang/BJ2215018472268898304.html?h=BJ2215018472268898304&t=default&click_position=25,北京,丰台,宋家庄,宋庄路甲12号院,https://bj.zu.ke.com/zufang/c1111027379724/,68.1,,0,0
23,45,合租,顶秀欣园东苑 3居室,2019-05-06,BJ2250487692008112128,https://ke-image.ljcdn.com/rent-user-avatar/20f4ffc9-f0ec-4311-aa3d-5c32bff8ae91,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/1c5d5434-00cb-4789-8637-a21a68a66fb0.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/1d5b1a5e-235b-4b13-934b-dbacf5d53ae6.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/9c9c8df4-36a1-416f-aa27-34ac785ae132.780x439.jpg""]",2400,"[""在线签约"", ""近地铁"", ""押一付一"", ""新上"", ""随时看房""]",3居室,15,北,,,11个月,11个月,5,21,暂无数据,民电,随时入住,随时可看,有,民水,有,0,1,1,1,1,1,1,1,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 614]]","[{""成交日期"":""2017-07-22"",""居室"":""3居室"",""面积"":""12㎡"",""租赁方式"":""合租"",""出租价格"":""2660元\/月""},{""成交日期"":""2017-07-21"",""居室"":""3居室"",""面积"":""13㎡"",""租赁方式"":""合租"",""出租价格"":""2730元\/月""},{""成交日期"":""2017-06-26"",""居室"":""3居室"",""面积"":""9㎡"",""租赁方式"":""合租"",""出租价格"":""2690元\/月""}]",,https://bj.zu.ke.com/zufang/BJ2250487692008112128.html?h=BJ2250487692008112128&t=default&click_position=13,北京,丰台,宋家庄,顶秀欣园东苑,https://bj.zu.ke.com/zufang/c1111027373991/,160.0,,0,0
